_id,chaseStatus,chaseUserID,chaseType,hospID,provName,provCity,provState,clientName,clientAdmits,flag
5727a1ddf4093a7d8e54dee6,Completed,dgree25,Facility,951816017_GLENDALE_91206,GLENDALE ADVENTIST MEDICAL CTR,GLENDALE,CA,HNT,6,Y
5727a1ddf4093a7d8e54dee9,Completed,sfarkas3,Facility,951914489_APPLE VALLEY_92307,ST MARY MEDICAL CENTER,APPLE VALLEY,CA,M-R,45,Y
5727a1ddf4093a7d8e54dee9,Completed,sfarkas3,Facility,951914489_APPLE VALLEY_92307,ST MARY MEDICAL CENTER,APPLE VALLEY,CA,HNT,12,Y
5727a1ddf4093a7d8e54df4b,Completed,msvay,Facility,562479701_JOHNSTOWN_80534,NORTHERN COLORADO REHAB HOSP,JOHNSTOWN,CO,M-R,2,Y
5727a1ddf4093a7d8e54def1,Completed,dchism1,Facility,952126937_LOS ANGELES_90074,TRI CITY MEDICAL CENTER,LOS ANGELES,CA,M-R,1,Y
5727a1ddf4093a7d8e54df71,PNP-NoResponse,dking122,Facility,840460697_LONGMONT_80501,LONGMONT UNITED HOSPITAL,LONGMONT,CO,M-R,58,N
5727a1ddf4093a7d8e54df0f,Completed,jreyno27,Facility,953522679_LOMA LINDA_92354,LOMA LINDA UNIVERSITY MED CTR INC,LOMA LINDA,CA,M-R,15,Y
5727a1ddf4093a7d8e54df74,Completed,rpompa,Facility,840484566_HUGO_80821,LINCOLN COMMUNITY HOSPITAL,HUGO,CO,M-R,2,Y
5727a1ddf4093a7d8e54df3b,Completed,cwill170,Facility,043730045_LOVELAND_80538,MEDICAL CENTER OF THE ROCKIES,LOVELAND,CO,M-R,64,Y
5727a1ddf4093a7d8e54df3e,Completed,msvay,Facility,205227927_HIGHLANDS RANCH_80130,HIGHLANDS BEHAVIORAL HEALTH SYSTEMS,HIGHLANDS RANCH,CO,M-R,2,Y
5727a1ddf4093a7d8e54df89,Completed,rsumra,System,841103606_WHEAT RIDGE_80033,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,COR,1,Y
5727a1ddf4093a7d8e54df89,Completed,rsumra,System,841103606_WHEAT RIDGE_80033,LUTHERAN MEDICAL CENTER,WHEAT RIDGE,CO,M-R,240,Y
5727a1ddf4093a7d8e54df62,Completed,nnargotr,System,840405257_LAKEWOOD_80228,ST ANTHONY HOSPITAL,LAKEWOOD,CO,M-R,151,Y
5727a1ddf4093a7d8e54df62,Completed,nnargotr,System,840405257_LAKEWOOD_80228,ST ANTHONY HOSPITAL,LAKEWOOD,CO,WLP,1,Y
5727a1ddf4093a7d8e54df66,Completed,rsumra,System,840417134_DENVER_80218,SAINT JOSEPH HOSPITAL INC,DENVER,CO,M-R,79,Y
5727a1dcf4093a7d8e54decf,Completed,ymorris2,Facility,951643360_PASADENA_91110,MISSION HOSPITAL REGIONAL,PASADENA,CA,UCR,1,Y
5727a1ddf4093a7d8e54df06,Cold,ehoff,System,952624909_WEST HILLS_91307,WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,CA,M-R,12,N
5727a1ddf4093a7d8e54df06,Cold,ehoff,System,952624909_WEST HILLS_91307,WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,CA,C-S,1,N
5727a1ddf4093a7d8e54df0d,Completed,dgree25,Facility,953421289_SANTA FE SPRING_90670,COLLEGE HOSPITAL OUTPATIENT CENTER,SANTA ANA,SANTA FE SPRING,CA,HNT,3,Y
5727a1ddf4093a7d8e54df17,Completed,rsumra,Facility,953782169_LOS NGELES_90074,SHARP MEMORIAL HOSPITAL,LOS NGELES,CA,UCR,1,Y
5727a1ddf4093a7d8e54df1d,PNP-NoResponse,kflahe2,Facility,954541687_LOS ANGELES_90095,RR UCLA MEDICAL CENTER,LOS ANGELES,CA,HNT,1,N
5727a1ddf4093a7d8e54df20,Completed,dbehring,System,954582647_MISSION HILLS_91345,PROVIDENCE HOLY CROSS MED CTR,MISSION HILLS,CA,M-R,6,Y
5727a1ddf4093a7d8e54df20,Completed,dbehring,System,954582647_MISSION HILLS_91345,PROVIDENCE HOLY CROSS MED CTR,MISSION HILLS,CA,C-S,1,Y
5727a1ddf4093a7d8e54df20,Completed,dbehring,System,954582647_MISSION HILLS_91345,PROVIDENCE HOLY CROSS MED CTR,MISSION HILLS,CA,HNT,15,Y
5727a1ddf4093a7d8e54df20,Completed,dbehring,System,954582647_MISSION HILLS_91345,PROVIDENCE HOLY CROSS MED CTR,MISSION HILLS,CA,HND,5,Y
5727a1daf4093a7d8e54dd16,PNP-Refused,dking122,Facility,271397457_PHOENIX_85008,OASIS HOSPITAL,PHOENIX,AZ,M-R,11,N
5727a1ddf4093a7d8e54df49,Completed,cwill170,Facility,474374715_THORNTON_80229,VIBRA LTCH OF DENVER,THORNTON,CO,M-R,4,Y
5727a1daf4093a7d8e54dd18,Completed,sfarkas3,Facility,320063628_FORT MOHAVE_86426,VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,M-R,41,Y
5727a1daf4093a7d8e54dd18,Completed,sfarkas3,Facility,320063628_FORT MOHAVE_86426,VALLEY VIEW MEDICAL CENTER,FORT MOHAVE,AZ,C-S,3,Y
5727a1daf4093a7d8e54dd3e,Completed,msvay,Facility,621867232_GOODYEAR_85338,ABRAZO WEST CAMPUS,GOODYEAR,AZ,M-R,2,Y
5727a1daf4093a7d8e54dd41,Completed,rsumra,Facility,721561132_GILBERT_85234,GILBERT HEALTH CENTER/URGI,GILBERT,AZ,C-S,1,Y
5727a1ddf4093a7d8e54df68,Completed,rsumra,System,840425720_GRAND JUNCTION_81501,ST MARYS HOSPITAL AND MEDICAL CTR INC,GRAND JUNCTION,CO,M-R,17,Y
5727a1ddf4093a7d8e54df68,Completed,rsumra,System,840425720_GRAND JUNCTION_81501,ST MARYS HOSPITAL AND MEDICAL CTR INC,GRAND JUNCTION,CO,HNT,1,Y
5727a1daf4093a7d8e54dd5a,PNP-NoResponse,nconigl,System,860181654_SCOTTSDALE_85260,SCOTTSDALE HEALTHCARE SHEA MEDICAL,SCOTTSDALE,AZ,M-R,110,N
5727a1daf4093a7d8e54dd5a,PNP-NoResponse,nconigl,System,860181654_SCOTTSDALE_85260,SCOTTSDALE HEALTHCARE SHEA MEDICAL,SCOTTSDALE,AZ,C-S,7,N
5727a1daf4093a7d8e54dd5a,PNP-NoResponse,nconigl,System,860181654_SCOTTSDALE_85260,SCOTTSDALE HEALTHCARE SHEA MEDICAL,SCOTTSDALE,AZ,HNT,2,N
5727a1ddf4093a7d8e54df78,Completed,rpompa,Facility,840586742_TRINIDAD_81082,MT SAN RAFAEL HOSPITAL,TRINIDAD,CO,M-R,2,Y
5727a1dbf4093a7d8e54dd74,Committed,ymorris2,Facility,860800150_PHOENIX_85054,MAYO CLINIC HOSPITAL,PHOENIX,AZ,M-R,48,N
5727a1dbf4093a7d8e54dd74,Committed,ymorris2,Facility,860800150_PHOENIX_85054,MAYO CLINIC HOSPITAL,PHOENIX,AZ,C-S,5,N
5727a1dbf4093a7d8e54dd74,Committed,ymorris2,Facility,860800150_PHOENIX_85054,MAYO CLINIC HOSPITAL,PHOENIX,AZ,HNT,1,N
5727a1ddf4093a7d8e54df79,Completed,sfarkas3,Facility,840601621_ESTES PARK_80517,ESTES PARK MEDICAL CENTER,ESTES PARK,CO,M-R,7,Y
5727a1ddf4093a7d8e54df79,Completed,sfarkas3,Facility,840601621_ESTES PARK_80517,ESTES PARK MEDICAL CENTER,ESTES PARK,CO,HNT,1,Y
5727a1ddf4093a7d8e54df7f,Completed,amacias7,Facility,840720309_ASPEN_81611,ASPEN VALLEY HOSPITAL,ASPEN,CO,M-R,6,Y
5727a1dbf4093a7d8e54dd96,PNP-NoResponse,amacias7,Facility,942916102_KINGMAN_86409,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,M-R,28,N
5727a1dbf4093a7d8e54dd96,PNP-NoResponse,amacias7,Facility,942916102_KINGMAN_86409,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,C-S,34,N
5727a1dbf4093a7d8e54dd9b,PNP-NoResponse,nconigl,Facility,201645949_MARINA DEL REY_90292,MARINA DEL RAY HOSPITAL,MARINA DEL REY,CA,M-R,5,N
5727a1dbf4093a7d8e54ddaf,Completed,ymorris2,Facility,237429117_CHOWCHILLA_93610,MADERA COMMUNITY HOSPITAL,CHOWCHILLA,CA,M-R,2,Y
5727a1ddf4093a7d8e54df60,Completed,nnargotr,System,840405257_FRISCO_80443,ST ANTHONY SUMMIT MEDICAL CENTER,FRISCO,CO,M-R,4,Y
5727a1daf4093a7d8e54dc92,PNP-CopyService,dking122,System,630891904_BAY MINETTE_36507,NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,M-R,93,N
5727a1daf4093a7d8e54dc93,PNP-CopyService,dking122,System,630891904_FAIRHOPE_36532,THOMAS HOSPITAL,FAIRHOPE,AL,M-R,444,N
5727a1daf4093a7d8e54dd51,PNP-NoResponse,nconigl,System,860117301_PHOENIX_85020,JOHN C LINCOLN HOME HEALTH,PHOENIX,AZ,M-R,1,N
5727a1daf4093a7d8e54dd51,PNP-NoResponse,nconigl,System,860117301_PHOENIX_85020,JOHN C LINCOLN HOME HEALTH,PHOENIX,AZ,UCR,1,N
5727a1daf4093a7d8e54dd52,PNP-NoResponse,nconigl,System,860117301_PHOENIX_85027,JOHN C LINCOLN DEER VALLEY HOSPITAL,PHOENIX,AZ,WLP,1,N
5727a1daf4093a7d8e54dd61,Completed,sfarkas3,Facility,860260959_PARKER_85344,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,M-R,1,Y
5727a1daf4093a7d8e54dd61,Completed,sfarkas3,Facility,860260959_PARKER_85344,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,C-S,1,Y
5727a1daf4093a7d8e54dd6b,PNP-NoResponse,ymorris2,Facility,860492210_TUCSON_85704,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,C-S,1,N
5727a1dbf4093a7d8e54dd7b,Completed,lmanlang,Facility,860830701_PHOENIX_85021,SUNNYSLOPE FAMILY HLTH CT,PHOENIX,AZ,C-S,1,Y
5727a1dbf4093a7d8e54dd84,PNP-NoResponse,dking122,System,900054201_MESA_85202,BANNER DESERT MEDICAL CENTER,MESA,AZ,M-R,88,N
5727a1dbf4093a7d8e54dd84,PNP-NoResponse,dking122,System,900054201_MESA_85202,BANNER DESERT MEDICAL CENTER,MESA,AZ,C-S,33,N
5727a1dbf4093a7d8e54ddac,Completed,jreyno27,Facility,233059262_PASADENA_91110,SOUTHWEST HEALTHCARE SYSTEM,PASADENA,CA,UCR,1,Y
5727a1dbf4093a7d8e54dddd,Completed,dking122,Facility,510508959_SAN LUIS OBISPO_93401,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,CA,M-R,14,Y
5727a1dbf4093a7d8e54dded,Completed,rsumra,Facility,651191373_OXNARD_93030,ST JOHNS REGIONAL MEDICAL CTR,OXNARD,CA,M-R,11,Y
5727a1dbf4093a7d8e54dded,Completed,rsumra,Facility,651191373_OXNARD_93030,ST JOHNS REGIONAL MEDICAL CTR,OXNARD,CA,C-S,1,Y
5727a1dbf4093a7d8e54de01,Completed,rsumra,Facility,721561129_WEED_96094,MERCY LAKE SHASTINA CLINIC,WEED,CA,M-R,11,Y
5727a1daf4093a7d8e54dc75,Completed,athoma76,Facility,580593388_BIRMINGHAM_35246,CANDLER HOSPITAL,BIRMINGHAM,AL,UCR,1,Y
5727a1dbf4093a7d8e54de08,Completed,ymorris2,Facility,752918773_PLACENTIA_92870,PLACENTIA LINDA COMMUNITY HSP INC,PLACENTIA,CA,M-R,7,Y
5727a1dbf4093a7d8e54de08,Completed,ymorris2,Facility,752918773_PLACENTIA_92870,PLACENTIA LINDA COMMUNITY HSP INC,PLACENTIA,CA,HND,1,Y
5727a1dbf4093a7d8e54de0a,Completed,dchism1,Facility,752918774_TURLOCK_95382,EMANUEL MEDICAL CENTER INC,TURLOCK,CA,M-R,24,Y
5727a1dbf4093a7d8e54de0e,Completed,ymorris2,Facility,752919774_LOS ANGELES_90074,JFK MEMORIAL HOSPITAL,LOS ANGELES,CA,UCR,1,Y
5727a1daf4093a7d8e54dd30,Completed,ymorris2,Facility,522085556_TUCSON_85711,KINDRED HOSPITAL TUCSON,TUCSON,AZ,M-R,4,Y
5727a1daf4093a7d8e54dd30,Completed,ymorris2,Facility,522085556_TUCSON_85711,KINDRED HOSPITAL TUCSON,TUCSON,AZ,C-S,2,Y
5727a1dbf4093a7d8e54de19,Completed,bkramlic,System,770465765_SAN FRANCISCO_94160,STANFORD MEDICAL CENTER,SAN FRANCISCO,CA,HNT,1,Y
5727a1daf4093a7d8e54dd31,PNP-CopyService,athoma76,System,522379881_ORO VALLEY_85737,ORO VALLEY HOSPITAL LLC,ORO VALLEY,AZ,M-R,3,N
5727a1daf4093a7d8e54dd32,Completed,athoma76,System,522379881_ORO VALLEY_85755,ORO VALLEY HOSPITAL,ORO VALLEY,AZ,M-R,240,Y
5727a1daf4093a7d8e54dd32,Completed,athoma76,System,522379881_ORO VALLEY_85755,ORO VALLEY HOSPITAL,ORO VALLEY,AZ,C-S,1,Y
5727a1daf4093a7d8e54dd32,Completed,athoma76,System,522379881_ORO VALLEY_85755,ORO VALLEY HOSPITAL,ORO VALLEY,AZ,HNT,4,Y
5727a1dbf4093a7d8e54de22,Completed,rsumra,Facility,870692255_LOS ANGELES_90074,ST MARY MEDICAL CENTER,LOS ANGELES,CA,UCR,1,Y
5727a1daf4093a7d8e54dd42,Completed,msvay,Facility,721561134_PHOENIX_85012,ST JOSEPHS HOSPITAL AND MED CENTER,PHOENIX,AZ,M-R,2,Y
5727a1dbf4093a7d8e54de29,Completed,ymorris2,Facility,900454894_ANAHEIM_92801,AHMC ANAHEIM REGIONAL MEDICAL CENTER LP,ANAHEIM,CA,M-R,10,Y
5727a1dbf4093a7d8e54de29,Completed,ymorris2,Facility,900454894_ANAHEIM_92801,AHMC ANAHEIM REGIONAL MEDICAL CENTER LP,ANAHEIM,CA,HNT,2,Y
5727a1daf4093a7d8e54dd56,PNP-NoResponse,nconigl,System,860181654_PHOENIX_85027,JCL DV HOSPITAL,PHOENIX,AZ,M-R,100,N
5727a1daf4093a7d8e54dd56,PNP-NoResponse,nconigl,System,860181654_PHOENIX_85027,JCL DV HOSPITAL,PHOENIX,AZ,C-S,9,N
5727a1daf4093a7d8e54dd56,PNP-NoResponse,nconigl,System,860181654_PHOENIX_85027,JCL DV HOSPITAL,PHOENIX,AZ,HNT,1,N
5727a1dbf4093a7d8e54de4c,PNP-NoResponse,rsumra,Facility,941105628_SACRAMENTO_95823,KAISER FOUNDATION HOS SSC,SACRAMENTO,CA,M-R,4,N
5727a1daf4093a7d8e54dd67,Completed,ymorris2,Facility,860455920_TUCSON_85711,CARONDELET ST JOSEPH'S HOSPITAL,TUCSON,AZ,M-R,483,Y
5727a1daf4093a7d8e54dd67,Completed,ymorris2,Facility,860455920_TUCSON_85711,CARONDELET ST JOSEPH'S HOSPITAL,TUCSON,AZ,C-S,20,Y
5727a1daf4093a7d8e54dd67,Completed,ymorris2,Facility,860455920_TUCSON_85711,CARONDELET ST JOSEPH'S HOSPITAL,TUCSON,AZ,HNT,21,Y
5727a1dbf4093a7d8e54de61,Completed,sfarkas3,Facility,941156596_EUREKA_95501,ST JOSEPH HOSPITAL,EUREKA,CA,M-R,145,Y
5727a1daf4093a7d8e54dd69,Completed,ymorris2,Facility,860455920_TUSCON_85745,CARONDELET ST MARYS HOSPITAL,TUSCON,AZ,UCR,2,Y
5727a1dbf4093a7d8e54dd7d,Completed,ymorris2,Facility,860982071_BULLHEAD CITY_86442,WESTERN ARIZONA REG MED CTR,BULLHEAD CITY,AZ,M-R,153,Y
5727a1dbf4093a7d8e54dd7d,Completed,ymorris2,Facility,860982071_BULLHEAD CITY_86442,WESTERN ARIZONA REG MED CTR,BULLHEAD CITY,AZ,C-S,16,Y
5727a1dbf4093a7d8e54dd87,PNP-NoResponse,dking122,System,900065118_PHOENIX_85037,BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,M-R,71,N
5727a1dbf4093a7d8e54dd87,PNP-NoResponse,dking122,System,900065118_PHOENIX_85037,BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,C-S,36,N
5727a1dbf4093a7d8e54dd87,PNP-NoResponse,dking122,System,900065118_PHOENIX_85037,BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,HNT,25,N
5727a1dbf4093a7d8e54dd93,PNP-NoResponse,dking122,System,901074557_TUCSON_85724,BANNER UNIVERSITY MED CTR TUCSON CAMPUS,TUCSON,AZ,M-R,253,N
5727a1dbf4093a7d8e54dd93,PNP-NoResponse,dking122,System,901074557_TUCSON_85724,BANNER UNIVERSITY MED CTR TUCSON CAMPUS,TUCSON,AZ,C-S,26,N
5727a1dbf4093a7d8e54dd93,PNP-NoResponse,dking122,System,901074557_TUCSON_85724,BANNER UNIVERSITY MED CTR TUCSON CAMPUS,TUCSON,AZ,HNT,11,N
5727a1dbf4093a7d8e54de79,Completed,jreyno27,Facility,941279779_SAINT HELENA_94574,ST HELENA HOSPITAL,SAINT HELENA,CA,M-R,12,Y
5727a1dbf4093a7d8e54dd9f,Completed,dchism1,Facility,202859948_MURRIETA_92563,PHYSICIANS HOSPITAL OF MURRIET,MURRIETA,CA,HNT,1,Y
5727a1dcf4093a7d8e54de8a,Completed,dchism1,Facility,941529883_REEDLEY_93654,SIERRA KINGS DISTRICT HOSPITAL,REEDLEY,CA,HNT,1,Y
5727a1dbf4093a7d8e54ddeb,Completed,rsumra,Facility,651191369_SAN FRANCISCO_94160,ST. JOSEPH'S MEDICAL CENTER,SAN FRANCISCO,CA,HNT,1,Y
5727a1dbf4093a7d8e54ddf2,PNP-NoResponse,jreyno27,Facility,680127677_ARNOLD_95223,ARNOLD MEDICAL CLINIC(RHC),ARNOLD,CA,M-R,14,N
5727a1dcf4093a7d8e54deae,Completed,dgree25,Facility,946000417_SAN FRANCISCO_94102,TOM WADDELL URBAN HEALTH,SAN FRANCISCO,CA,HNT,1,Y
5727a1dbf4093a7d8e54ddfe,Completed,rsumra,Facility,721561119_SANTA CRUZ_95065,DOMINICAN SANTA CRUZ HOSPITAL,SANTA CRUZ,CA,M-R,9,Y
5727a1dbf4093a7d8e54ddfe,Completed,rsumra,Facility,721561119_SANTA CRUZ_95065,DOMINICAN SANTA CRUZ HOSPITAL,SANTA CRUZ,CA,HNT,2,Y
5727a1dbf4093a7d8e54de07,Completed,dgree25,Facility,752918766_LOS ANGELES_90033,USC UNIVERSITY HOSPITAL INC,LOS ANGELES,CA,HNT,1,Y
5727a1dbf4093a7d8e54de14,PNP-CopyService,kflahe2,Facility,770011624_FRESNO_93710,FRESNO SURGICAL HOSPITAL,FRESNO,CA,M-R,3,N
5727a1dbf4093a7d8e54de14,PNP-CopyService,kflahe2,Facility,770011624_FRESNO_93710,FRESNO SURGICAL HOSPITAL,FRESNO,CA,HNT,1,N
5727a1dbf4093a7d8e54de1e,Completed,rsumra,Facility,870692237_BAKERSFIELD_93301,MERCY HOSPITAL BAKERSFIELD,BAKERSFIELD,CA,M-R,10,Y
5727a1dbf4093a7d8e54de27,Completed,jmcatee2,Facility,880059427_LOS ANGELES_90074,ST ROSE DOMINICAN HOSP ROSE DE LIMA,LOS ANGELES,CA,UCR,1,Y
5727a1dbf4093a7d8e54de54,Completed,dgree25,Facility,941105628_VACAVILLE_95688,KAISER FOUNDATION HOSPITALS,VACAVILLE,CA,HNT,1,Y
5727a1dbf4093a7d8e54de56,Completed,dking122,Facility,941156265_BURLINGAME_94010,PENINSULA HOSPITAL,BURLINGAME,CA,M-R,15,Y
5727a1dbf4093a7d8e54de56,Completed,dking122,Facility,941156265_BURLINGAME_94010,PENINSULA HOSPITAL,BURLINGAME,CA,HNT,1,Y
5727a1dbf4093a7d8e54de56,Completed,dking122,Facility,941156265_BURLINGAME_94010,PENINSULA HOSPITAL,BURLINGAME,CA,WLP,1,Y
5727a1dbf4093a7d8e54de7b,Completed,sfarkas3,Facility,941384665_FORTUNA_95540,REDWOOD MEMORIAL HOSPITAL,FORTUNA,CA,M-R,26,Y
5727a1dcf4093a7d8e54deb4,Completed,ymorris2,Facility,946003161_COALINGA_93210,COALINGA REGIONAL MEDICAL CTR,COALINGA,CA,HNT,1,Y
5727a1dcf4093a7d8e54deb9,Completed,cwill170,Facility,946036494_SACRAMENTO_95817,U C  DAVIS MEDICAL CENTER,SACRAMENTO,CA,M-R,80,Y
5727a1dcf4093a7d8e54deb9,Completed,cwill170,Facility,946036494_SACRAMENTO_95817,U C  DAVIS MEDICAL CENTER,SACRAMENTO,CA,HNT,5,Y
5727a1dcf4093a7d8e54deb9,Completed,cwill170,Facility,946036494_SACRAMENTO_95817,U C  DAVIS MEDICAL CENTER,SACRAMENTO,CA,WLP,2,Y
5727a1dcf4093a7d8e54debd,Completed,rsumra,Facility,951115230_POMONA_91767,POMONA VALLEY HOSP MEDICAL CTR,POMONA,CA,M-R,7,Y
5727a1dcf4093a7d8e54debd,Completed,rsumra,Facility,951115230_POMONA_91767,POMONA VALLEY HOSP MEDICAL CTR,POMONA,CA,HNT,6,Y
5727a1dcf4093a7d8e54dece,Completed,cwill170,Facility,951643360_MISSION VIEJO_92691,MISSION HOSP REG MCL CENTER,MISSION VIEJO,CA,M-R,49,Y
5727a1dcf4093a7d8e54dece,Completed,cwill170,Facility,951643360_MISSION VIEJO_92691,MISSION HOSP REG MCL CENTER,MISSION VIEJO,CA,HNT,24,Y
5727a1dcf4093a7d8e54dece,Completed,cwill170,Facility,951643360_MISSION VIEJO_92691,MISSION HOSP REG MCL CENTER,MISSION VIEJO,CA,WLP,1,Y
5727a1ddf4093a7d8e54dede,Completed,nsoun,Facility,951684089_CHULA VISTA_91910,SMH - CHULA VISTA,CHULA VISTA,CA,M-R,1,Y
5727a1ddf4093a7d8e54dede,Completed,nsoun,Facility,951684089_CHULA VISTA_91910,SMH - CHULA VISTA,CHULA VISTA,CA,HNT,1,Y
5727a1ddf4093a7d8e54df04,Completed,msvay,Facility,952588614_SAN LUIS OBISPO_93405,SIERRA VISTA REG MED CENTER,SAN LUIS OBISPO,CA,M-R,2,Y
5727a1ddf4093a7d8e54df1c,PNP-NoResponse,jreyno27,Facility,954541687_LOS ANGELES_90024,SANTA MONICA UCLA MEDICAL CENTER,LOS ANGELES,CA,M-R,3,N
5727a1ddf4093a7d8e54df4c,Completed,jmcatee2,Facility,742044647_DENVER_80206,NATIONAL JEWISH HEALTH,DENVER,CO,M-R,99,Y
5727a1ddf4093a7d8e54df4c,Completed,jmcatee2,Facility,742044647_DENVER_80206,NATIONAL JEWISH HEALTH,DENVER,CO,WLP,2,Y
5727a1daf4093a7d8e54dc9e,Completed,dmcmill5,Facility,631159023_ENTERPRISE_36330,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,M-R,5,Y
5727a1daf4093a7d8e54dc9e,Completed,dmcmill5,Facility,631159023_ENTERPRISE_36330,MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,C-S,2,Y
5727a1ddf4093a7d8e54df6a,PNP-CopyService,dgree25,Facility,840438224_BROOMFIELD_80021,AVISTA HOSPITAL,BROOMFIELD,CO,M-R,23,N
5727a1daf4093a7d8e54dd0c,Completed,jreyno27,Facility,237094247_SAFFORD_85546,MT GRAHAM REGIONAL MEDICAL CENTE,SAFFORD,AZ,M-R,73,Y
5727a1daf4093a7d8e54dd0c,Completed,jreyno27,Facility,237094247_SAFFORD_85546,MT GRAHAM REGIONAL MEDICAL CENTE,SAFFORD,AZ,C-S,3,Y
5727a1daf4093a7d8e54dd10,Completed,cwill170,Facility,261523903_FLORENCE_85132,FLORENCE HOSP AT ANTHEM,FLORENCE,AZ,HNT,3,Y
5727a1ddf4093a7d8e54df76,Completed,ymorris2,Facility,840563230_VAIL_81657,VAIL VALLEY MEDICAL CENTER,VAIL,CO,M-R,5,Y
5727a1daf4093a7d8e54dd11,PNP-NoResponse,dking122,System,270036484_GLENDALE_85306,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,M-R,122,N
5727a1daf4093a7d8e54dd11,PNP-NoResponse,dking122,System,270036484_GLENDALE_85306,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,C-S,53,N
5727a1daf4093a7d8e54dd11,PNP-NoResponse,dking122,System,270036484_GLENDALE_85306,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,HNT,22,N
5727a1daf4093a7d8e54dd11,PNP-NoResponse,dking122,System,270036484_GLENDALE_85306,BANNER THUNDERBIRD MEDICAL CENTER,GLENDALE,AZ,WLP,1,N
5727a1ddf4093a7d8e54df7b,Completed,lmanlang,Facility,840631509_SALIDA_81201,HEART OF THE ROCKIES REGIONAL MED CTR,SALIDA,CO,M-R,3,Y
5727a1daf4093a7d8e54dd3a,Completed,ymorris2,System,621809851_PHOENIX_85016,ABRAZO ARIZONA HEART HOSPITAL,PHOENIX,AZ,HNT,1,Y
5727a1ddf4093a7d8e54df88,Completed,rsumra,System,841103606_DENVER_80263,EXEMPLA LUTHERAN MEDICAL CENTER,DENVER,CO,M-R,1,Y
5727a1daf4093a7d8e54dd3f,Completed,ymorris2,System,621867232_GOODYEAR_85395,ABRAZO WEST CAMPUS,GOODYEAR,AZ,M-R,38,Y
5727a1daf4093a7d8e54dd3f,Completed,ymorris2,System,621867232_GOODYEAR_85395,ABRAZO WEST CAMPUS,GOODYEAR,AZ,C-S,13,Y
5727a1daf4093a7d8e54dd3f,Completed,ymorris2,System,621867232_GOODYEAR_85395,ABRAZO WEST CAMPUS,GOODYEAR,AZ,HNT,2,Y
5727a1daf4093a7d8e54dd65,Completed,ymorris2,Facility,860455920_PHOENIX_85038,CARONDELET ST JOSEPH,PHOENIX,AZ,UCR,1,Y
5727a1dbf4093a7d8e54dd7f,PNP-NoResponse,dking122,System,861035549_MESA_85206,BANNER BAYWOOD HEART HOSPITAL,MESA,AZ,M-R,35,N
5727a1dbf4093a7d8e54dd7f,PNP-NoResponse,dking122,System,861035549_MESA_85206,BANNER BAYWOOD HEART HOSPITAL,MESA,AZ,C-S,4,N
5727a1dbf4093a7d8e54dd8d,PNP-NoResponse,dking122,System,900412842_SAN TAN VALLEY_85140,BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,M-R,6,N
5727a1dbf4093a7d8e54dd8d,PNP-NoResponse,dking122,System,900412842_SAN TAN VALLEY_85140,BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,C-S,2,N
5727a1dbf4093a7d8e54dd8d,PNP-NoResponse,dking122,System,900412842_SAN TAN VALLEY_85140,BANNER IRONWOOD MEDICAL CENTER,SAN TAN VALLEY,AZ,HNT,2,N
5727a1dbf4093a7d8e54ddde,Completed,nnargotr,Facility,510519159_WHITTIER_90605,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,M-R,3,Y
5727a1dbf4093a7d8e54ddde,Completed,nnargotr,Facility,510519159_WHITTIER_90605,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,HNT,1,Y
5727a1dbf4093a7d8e54ddde,Completed,nnargotr,Facility,510519159_WHITTIER_90605,WHITTIER HOSPITAL MEDICAL CENTER,WHITTIER,CA,HND,1,Y
5727a1dbf4093a7d8e54ddec,PNP-CopyService,rsumra,Facility,651191369_STOCKTON_95204,ST JOSEPHS MEDICAL CENTER OF STOCKTON,STOCKTON,CA,M-R,18,N
5727a1dbf4093a7d8e54ddff,Completed,rsumra,Facility,721561126_SAN FRANCISCO_94117,ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,M-R,5,Y
